51883887, 0.0,  Surveyed slope : Not available 
51883887, 9.78853021563e-06,  Surveyed slope : Not available 
51883887, 0.0,  Surveyed slope : Not available 
51883887, 0.0,  Surveyed slope : Not available 
51883890, 2.9365578066e-05, 0.324
51867694, -19.2508775733,  Surveyed slope : Not available 
83573222, 9.79256813482e-06, 0.509
51867686, -9.79253797254e-06,  Surveyed slope : Not available 
586525704, 0.0, -0.055
554728228, 1.95849761409e-05, -0.689
586532435, -3.9169845533e-05,  Surveyed slope : Not available 
762732450, 9.79243853923e-06, 0.948
554728229, -1.95848277457e-05, 0.506
586525585, -4.89619364917e-05,  Surveyed slope : Not available 
